Title,Authors,Institutes,Submission Date
Federated Generalized Category Discovery,"['Nan Pu', 'Wenjing Li', 'Xinyuan Ji', 'Yalan Qin', 'Nicu Sebe', 'Zhun Zhong']","['University of Trento', 'University of Nottingham', 'Leiden University', 'Shanghai University', 'University of Trento', 'University of Nottingham']",May 2023
Is Vanilla MLP in Neural Radiance Field Enough for Few-shot View Synthesis?,"['Hanxin Zhu', 'Tianyu He', 'Xin Li', 'Bingchen Li', 'Zhibo Chen']","['University of Science and Technology of China', None, None, 'University of Science and Technology of China', 'University of Science and Technology of China']",Not Found
DIEM: Decomposition-Integration Enhancing Multimodal Insights,"['Xinyi Jiang', 'Guoming Wang', 'Junhao Guo', 'Juncheng Li', 'Wenqiao Zhang', 'Rongxing Lu', 'Siliang Tang']","[None, 'Zhejiang University', 'Zhejiang University', 'Zhejiang University', 'National University of Singapore', 'University of New Brunswick', 'Zhejiang University']",Not Found
Modeling Multimodal Social Interactions: New Challenges and Baselines with Densely Aligned Representations,"['Sangmin Lee', 'Bolin Lai', 'Fiona Ryan', 'Bikram Boote', 'James Rehg']","['University of Illinois Urbana-Champaign', 'Georgia Institute of Technology', 'Georgia Institute of Technology', 'University of Illinois, Urbana Champaign', None]","4 March, 2024"
Modeling Multimodal Social Interactions: New Challenges and Baselines with Densely Aligned Representations,"['Sangmin Lee', 'Bolin Lai', 'Fiona Ryan', 'Bikram Boote', 'James Rehg']","['University of Illinois Urbana-Champaign', 'Georgia Institute of Technology', 'Georgia Institute of Technology', 'University of Illinois, Urbana Champaign', None]","4 March, 2024"
Boosting Continual Learning of Vision-Language Models via Mixture-of-Experts Adapters,"['Jiazuo Yu', 'Yunzhi Zhuge', 'Lu Zhang', 'Ping Hu', 'Dong Wang', 'Huchuan Lu', 'You He']","['Dalian University of Technology', 'Dalian University of Technology', 'Dalian University of Technology', 'University of Electronic Science and Technology of China', 'Dalian University of Technology', 'Dalian University of Technology', 'Tsinghua University, Tsinghua University']","18 March, 2024"
ProS: Prompting-to-simulate Generalized knowledge for Universal Cross-Domain Retrieval,"['Fang Kaipeng', 'Jingkuan Song', 'Lianli Gao', 'Pengpeng Zeng', 'Zhi-Qi Cheng', 'Xiyao LI', 'Heng Tao Shen']","[None, 'University of Electronic Science and Technology of China,', 'University of Electronic Science and Technology of China, Tsinghua University', 'University of Electronic Science and Technology of China', 'Carnegie Mellon University', 'Kuaishou Technology', 'University of Electronic Science and Technology of China']","19 December, 2023"
NoiseCLR: A Contrastive Learning Approach for Unsupervised Discovery of Interpretable Directions in Diffusion Models,"['Yusuf Dalva', 'Pinar Yanardag']","['Virginia Polytechnic Institute and State University', 'Virginia Polytechnic Institute and State University']",December 2023
NoiseCLR: A Contrastive Learning Approach for Unsupervised Discovery of Interpretable Directions in Diffusion Models,"['Yusuf Dalva', 'Pinar Yanardag']","['Virginia Polytechnic Institute and State University', 'Virginia Polytechnic Institute and State University']",December 2023
HOI-M^3: Capture Multiple Humans and Objects Interaction within Contextual Environment,"['Juze Zhang', 'Jingyan Zhang', 'Zining Song', 'Zhanhe Shi', 'Chengfeng Zhao', 'Ye Shi', 'Jingyi Yu', 'Lan Xu', 'Jingya Wang']","['ShanghaiTech University', 'ShanghaiTech University', 'ShanghaiTech University', 'ShanghaiTech University', 'ShanghaiTech University', 'ShanghaiTech University', 'Shanghai Tech University', 'ShanghaiTech University', 'ShanghaiTech University']",Not Found
